,country,year,life_expectancy
11425,Swaziland,1856,32.3
11426,Sweden,1856,42.14
11427,Switzerland,1856,38.0
11428,Syria,1856,31.1
11429,Taiwan,1856,28.3
11430,Tajikistan,1856,24.24
11431,Tanzania,1856,32.2
11432,Thailand,1856,30.4
11433,Timor-Leste,1856,28.95
11434,Togo,1856,31.3
11435,Tonga,1856,28.2
11436,Trinidad and Tobago,1856,38.8
11437,Tunisia,1856,28.8
11438,Turkey,1856,35.0
11439,Turkmenistan,1856,24.0
11440,Uganda,1856,25.3
11441,Ukraine,1856,36.6
11442,United Arab Emirates,1856,30.7
11443,United Kingdom,1856,43.25
11444,United States,1856,39.41
11445,Uruguay,1856,32.9
11446,Uzbekistan,1856,26.93
11447,Vanuatu,1856,24.3
11448,Venezuela,1856,32.2
11449,West Bank and Gaza,1856,32.1
11450,Western Sahara,1856,34.75
11451,Vietnam,1856,32.0
11452,Virgin Islands (U.S.),1856,33.4
11453,Yemen,1856,23.39
11454,Zambia,1856,32.6
11455,Zimbabwe,1856,33.7
11456,South Sudan,1856,26.67
11457,Afghanistan,1857,27.63
11458,Albania,1857,35.4
11459,Algeria,1857,28.82
11460,Angola,1857,26.98
11461,Antigua and Barbuda,1857,33.54
11462,Argentina,1857,33.2
11463,Armenia,1857,34.0
11464,Aruba,1857,34.42
11465,Australia,1857,34.05
11466,Austria,1857,34.4
11467,Azerbaijan,1857,29.17
11468,Bahamas,1857,35.18
11469,Bahrain,1857,30.3
11470,Bangladesh,1857,25.5
11471,Barbados,1857,32.12
11472,Belarus,1857,36.2
11473,Belgium,1857,40.49
11474,Belize,1857,26.5
11475,Benin,1857,31.0
11476,Bhutan,1857,28.8
11477,Bolivia,1857,33.0
11478,Bosnia and Herzegovina,1857,35.1
11479,Botswana,1857,33.6
11480,Brazil,1857,31.99
11481,Brunei,1857,29.2
11482,Bulgaria,1857,38.31
11483,Burkina Faso,1857,29.2
11484,Burundi,1857,31.5
11485,Cambodia,1857,35.0
11486,Cameroon,1857,28.75
11487,Canada,1857,41.38
11488,Cape Verde,1857,33.8
11489,Central African Republic,1857,30.0
11490,Chad,1857,30.9
11491,Chile,1857,32.0
11492,China,1857,26.71
11493,Colombia,1857,32.0
11494,Comoros,1857,32.1
11495,"Congo, Dem. Rep.",1857,31.6
11496,"Congo, Rep.",1857,32.7
11497,Costa Rica,1857,30.21
11498,Cote d'Ivoire,1857,31.16
11499,Croatia,1857,36.1
11500,Cuba,1857,36.56
11501,Cyprus,1857,38.51
11502,Czech Republic,1857,34.95
11503,Denmark,1857,42.49
11504,Djibouti,1857,29.9
11505,Dominican Republic,1857,29.9
11506,Ecuador,1857,32.9
11507,Egypt,1857,33.0
11508,El Salvador,1857,28.7
11509,Equatorial Guinea,1857,29.8
11510,Eritrea,1857,30.2
11511,Estonia,1857,39.25
11512,Ethiopia,1857,29.7
11513,Fiji,1857,26.1
11514,Finland,1857,30.12
11515,France,1857,39.59
11516,French Guiana,1857,30.5
11517,French Polynesia,1857,25.6
11518,Gabon,1857,30.6
11519,Gambia,1857,28.8
11520,Georgia,1857,31.87
11521,Germany,1857,38.37
11522,Ghana,1857,28.0
11523,Greece,1857,36.6
11524,Greenland,1857,33.87
11525,Grenada,1857,37.3
11526,Guadeloupe,1857,27.66
11527,Guam,1857,27.5
11528,Guatemala,1857,25.81
11529,Guinea,1857,30.09
11530,Guinea-Bissau,1857,32.0
11531,Guyana,1857,31.12
11532,Haiti,1857,29.0
11533,Honduras,1857,33.9
11534,"Hong Kong, China",1857,34.9
11535,Hungary,1857,36.0
11536,Iceland,1857,39.49
11537,India,1857,25.44
11538,Indonesia,1857,30.0
11539,Iran,1857,25.6
11540,Iraq,1857,31.2
11541,Ireland,1857,38.3
11542,Israel,1857,32.0
11543,Italy,1857,29.69
11544,Jamaica,1857,34.2
11545,Japan,1857,36.42
11546,Jordan,1857,31.7
11547,Kazakhstan,1857,26.2
11548,Kenya,1857,25.5
11549,Kiribati,1857,24.9
11550,North Korea,1857,26.0
11551,South Korea,1857,25.8
11552,Kuwait,1857,26.0
11553,Kyrgyz Republic,1857,23.94
11554,Lao,1857,31.9
11555,Latvia,1857,33.0
11556,Lebanon,1857,29.7
11557,Lesotho,1857,32.8
11558,Liberia,1857,31.1
11559,Libya,1857,33.1
11560,Lithuania,1857,28.9
11561,Luxembourg,1857,36.9
11562,"Macao, China",1857,34.7
11563,"Macedonia, FYR",1857,36.1
11564,Madagascar,1857,30.5
11565,Malawi,1857,30.3
11566,Malaysia,1857,30.6
11567,Maldives,1857,32.65
11568,Mali,1857,26.41
11569,Malta,1857,28.7
11570,Martinique,1857,30.15
11571,Mauritania,1857,32.0
11572,Mauritius,1857,36.58
11573,Mayotte,1857,32.5
11574,Mexico,1857,26.9
11575,"Micronesia, Fed. Sts.",1857,26.7
11576,Moldova,1857,33.15
11577,Mongolia,1857,31.8
11578,Montenegro,1857,35.4
11579,Morocco,1857,33.1
11580,Mozambique,1857,30.28
11581,Myanmar,1857,30.8
11582,Namibia,1857,32.4
11583,Nepal,1857,32.8
11584,Netherlands,1857,35.46
11585,Netherlands Antilles,1857,34.41
11586,New Caledonia,1857,26.0
11587,New Zealand,1857,34.05
11588,Nicaragua,1857,25.4
11589,Niger,1857,30.8
11590,Nigeria,1857,30.4
11591,Norway,1857,50.22
11592,Oman,1857,32.3
11593,Pakistan,1857,25.8
11594,Panama,1857,32.9
11595,Papua New Guinea,1857,31.5
11596,Paraguay,1857,35.5
11597,Peru,1857,35.7
11598,Philippines,1857,30.9
11599,Poland,1857,35.9
11600,Portugal,1857,35.6
11601,Puerto Rico,1857,30.43
11602,Qatar,1857,30.8
11603,Reunion,1857,33.0
11604,Romania,1857,35.7
11605,Russia,1857,29.57
11606,Rwanda,1857,31.8
11607,St. Lucia,1857,28.01
11608,St. Vincent and the Grenadines,1857,25.99
11609,Samoa,1857,25.4
11610,Sao Tome and Principe,1857,31.0
11611,Saudi Arabia,1857,32.1
11612,Senegal,1857,25.2
11613,Serbia,1857,35.5
11614,Seychelles,1857,37.0
11615,Sierra Leone,1857,25.1
11616,Singapore,1857,34.0
11617,Slovak Republic,1857,36.4
11618,Slovenia,1857,36.6
11619,Solomon Islands,1857,25.1
11620,Somalia,1857,29.4
11621,South Africa,1857,33.5
11622,Spain,1857,29.5
11623,Sri Lanka,1857,32.6
11624,Sudan,1857,31.4
11625,Suriname,1857,32.9
11626,Swaziland,1857,32.3
11627,Sweden,1857,34.64
11628,Switzerland,1857,38.0
11629,Syria,1857,31.1
11630,Taiwan,1857,28.3
11631,Tajikistan,1857,24.24
11632,Tanzania,1857,32.2
11633,Thailand,1857,30.4
11634,Timor-Leste,1857,28.95
11635,Togo,1857,31.3
11636,Tonga,1857,28.2
11637,Trinidad and Tobago,1857,38.8
11638,Tunisia,1857,28.8
11639,Turkey,1857,35.0
11640,Turkmenistan,1857,24.0
11641,Uganda,1857,25.3
11642,Ukraine,1857,36.6
11643,United Arab Emirates,1857,30.7
11644,United Kingdom,1857,41.88
11645,United States,1857,39.41
11646,Uruguay,1857,32.9
11647,Uzbekistan,1857,26.93
11648,Vanuatu,1857,24.3
11649,Venezuela,1857,32.2
11650,West Bank and Gaza,1857,32.1
11651,Western Sahara,1857,34.75
11652,Vietnam,1857,32.0
11653,Virgin Islands (U.S.),1857,33.4
11654,Yemen,1857,23.39
11655,Zambia,1857,32.6
11656,Zimbabwe,1857,33.7
11657,South Sudan,1857,26.67
11658,Afghanistan,1858,27.62
11659,Albania,1858,35.4
11660,Algeria,1858,28.82
11661,Angola,1858,26.98
11662,Antigua and Barbuda,1858,33.54
11663,Argentina,1858,33.2
11664,Armenia,1858,34.0
11665,Aruba,1858,34.42
11666,Australia,1858,34.05
11667,Austria,1858,34.4
11668,Azerbaijan,1858,29.17
11669,Bahamas,1858,35.18
11670,Bahrain,1858,30.3
11671,Bangladesh,1858,25.5
11672,Barbados,1858,32.12
11673,Belarus,1858,36.2
11674,Belgium,1858,40.18
11675,Belize,1858,26.5
11676,Benin,1858,31.0
11677,Bhutan,1858,28.8
11678,Bolivia,1858,33.0
11679,Bosnia and Herzegovina,1858,35.1
11680,Botswana,1858,33.6
11681,Brazil,1858,31.99
11682,Brunei,1858,29.2
11683,Bulgaria,1858,38.35
11684,Burkina Faso,1858,29.2
11685,Burundi,1858,31.5
11686,Cambodia,1858,35.0
11687,Cameroon,1858,28.75
11688,Canada,1858,41.43
11689,Cape Verde,1858,33.8
11690,Central African Republic,1858,30.0
11691,Chad,1858,30.9
11692,Chile,1858,32.0
11693,China,1858,27.43
11694,Colombia,1858,32.0
11695,Comoros,1858,32.1
11696,"Congo, Dem. Rep.",1858,31.6
11697,"Congo, Rep.",1858,32.7
11698,Costa Rica,1858,30.21
11699,Cote d'Ivoire,1858,31.16
11700,Croatia,1858,36.1
11701,Cuba,1858,36.58
11702,Cyprus,1858,38.51
11703,Czech Republic,1858,34.95
11704,Denmark,1858,40.04
11705,Djibouti,1858,29.9
11706,Dominican Republic,1858,29.9
11707,Ecuador,1858,32.9
11708,Egypt,1858,33.0
11709,El Salvador,1858,28.7
11710,Equatorial Guinea,1858,29.8
11711,Eritrea,1858,30.2
11712,Estonia,1858,39.17
11713,Ethiopia,1858,29.7
11714,Fiji,1858,26.1
11715,Finland,1858,33.81
11716,France,1858,39.67
11717,French Guiana,1858,30.5
11718,French Polynesia,1858,25.6
11719,Gabon,1858,30.6
11720,Gambia,1858,28.8
11721,Georgia,1858,31.87
11722,Germany,1858,38.37
11723,Ghana,1858,28.0
11724,Greece,1858,36.6
11725,Greenland,1858,33.87
11726,Grenada,1858,37.3
11727,Guadeloupe,1858,27.66
11728,Guam,1858,27.5
11729,Guatemala,1858,25.81
11730,Guinea,1858,30.1
11731,Guinea-Bissau,1858,32.0
11732,Guyana,1858,31.12
11733,Haiti,1858,29.0
11734,Honduras,1858,33.9
11735,"Hong Kong, China",1858,34.9
11736,Hungary,1858,36.0
11737,Iceland,1858,34.84
11738,India,1858,25.44
11739,Indonesia,1858,30.0
11740,Iran,1858,25.6
11741,Iraq,1858,31.2
11742,Ireland,1858,38.3
11743,Israel,1858,32.0
11744,Italy,1858,29.69
11745,Jamaica,1858,34.2
11746,Japan,1858,36.42
11747,Jordan,1858,31.7
11748,Kazakhstan,1858,26.2
11749,Kenya,1858,25.5
11750,Kiribati,1858,24.9
11751,North Korea,1858,26.0
11752,South Korea,1858,25.8
11753,Kuwait,1858,26.0
11754,Kyrgyz Republic,1858,23.94
11755,Lao,1858,31.9
11756,Latvia,1858,33.0
11757,Lebanon,1858,29.7
11758,Lesotho,1858,32.8
11759,Liberia,1858,31.1
11760,Libya,1858,33.1
11761,Lithuania,1858,28.9
11762,Luxembourg,1858,36.9
11763,"Macao, China",1858,34.7
11764,"Macedonia, FYR",1858,36.1
11765,Madagascar,1858,30.5
11766,Malawi,1858,30.3
11767,Malaysia,1858,30.6
11768,Maldives,1858,32.65
11769,Mali,1858,26.41
11770,Malta,1858,28.7
11771,Martinique,1858,30.15
11772,Mauritania,1858,32.0
11773,Mauritius,1858,34.44
11774,Mayotte,1858,32.5
11775,Mexico,1858,26.9
11776,"Micronesia, Fed. Sts.",1858,26.7
11777,Moldova,1858,33.15
11778,Mongolia,1858,31.8
11779,Montenegro,1858,35.4
11780,Morocco,1858,33.1
11781,Mozambique,1858,30.28
11782,Myanmar,1858,30.8
11783,Namibia,1858,32.4
11784,Nepal,1858,32.8
11785,Netherlands,1858,34.66
11786,Netherlands Antilles,1858,34.41
11787,New Caledonia,1858,26.0
11788,New Zealand,1858,34.05
11789,Nicaragua,1858,25.4
11790,Niger,1858,30.8
11791,Nigeria,1858,30.4
11792,Norway,1858,51.59
11793,Oman,1858,32.3
11794,Pakistan,1858,25.8
11795,Panama,1858,32.9
11796,Papua New Guinea,1858,31.5
11797,Paraguay,1858,35.5
11798,Peru,1858,35.7
11799,Philippines,1858,30.9
11800,Poland,1858,35.9
11801,Portugal,1858,35.6
11802,Puerto Rico,1858,30.43
11803,Qatar,1858,30.8
11804,Reunion,1858,33.0
11805,Romania,1858,35.7
11806,Russia,1858,29.57
11807,Rwanda,1858,31.8
11808,St. Lucia,1858,28.01
11809,St. Vincent and the Grenadines,1858,25.99
11810,Samoa,1858,25.4
11811,Sao Tome and Principe,1858,31.0
11812,Saudi Arabia,1858,32.1
11813,Senegal,1858,25.2
11814,Serbia,1858,35.5
11815,Seychelles,1858,37.0
11816,Sierra Leone,1858,25.1
11817,Singapore,1858,34.0
11818,Slovak Republic,1858,36.4
11819,Slovenia,1858,36.6
11820,Solomon Islands,1858,25.1
11821,Somalia,1858,29.4
11822,South Africa,1858,33.5
11823,Spain,1858,29.5
11824,Sri Lanka,1858,32.6
11825,Sudan,1858,31.4
11826,Suriname,1858,32.9
11827,Swaziland,1858,32.3
11828,Sweden,1858,42.0
11829,Switzerland,1858,38.0
11830,Syria,1858,31.1
11831,Taiwan,1858,28.3
11832,Tajikistan,1858,24.24
11833,Tanzania,1858,32.2
11834,Thailand,1858,30.4
11835,Timor-Leste,1858,28.95
11836,Togo,1858,31.3
11837,Tonga,1858,28.2
11838,Trinidad and Tobago,1858,38.8
11839,Tunisia,1858,28.8
11840,Turkey,1858,35.0
11841,Turkmenistan,1858,24.0
11842,Uganda,1858,25.3
11843,Ukraine,1858,36.6
11844,United Arab Emirates,1858,30.7
11845,United Kingdom,1858,40.04
11846,United States,1858,39.41
11847,Uruguay,1858,32.9
11848,Uzbekistan,1858,26.93
11849,Vanuatu,1858,24.3
11850,Venezuela,1858,32.2
11851,West Bank and Gaza,1858,32.1
11852,Western Sahara,1858,34.75
11853,Vietnam,1858,32.0
11854,Virgin Islands (U.S.),1858,33.4
11855,Yemen,1858,23.39
11856,Zambia,1858,32.6
11857,Zimbabwe,1858,33.7
11858,South Sudan,1858,26.67
11859,Afghanistan,1859,27.61
11860,Albania,1859,35.4
11861,Algeria,1859,28.82
11862,Angola,1859,26.98
11863,Antigua and Barbuda,1859,33.54
11864,Argentina,1859,33.2
11865,Armenia,1859,34.0
11866,Aruba,1859,34.42
11867,Australia,1859,34.05
11868,Austria,1859,34.4
11869,Azerbaijan,1859,29.17
11870,Bahamas,1859,35.18
11871,Bahrain,1859,30.3
11872,Bangladesh,1859,25.5
11873,Barbados,1859,32.12
11874,Belarus,1859,36.2
11875,Belgium,1859,38.98
11876,Belize,1859,26.5
11877,Benin,1859,31.0
11878,Bhutan,1859,28.8
11879,Bolivia,1859,33.0
11880,Bosnia and Herzegovina,1859,35.1
11881,Botswana,1859,33.6
11882,Brazil,1859,31.99
11883,Brunei,1859,29.2
11884,Bulgaria,1859,38.4
11885,Burkina Faso,1859,29.2
11886,Burundi,1859,31.5
11887,Cambodia,1859,35.0
11888,Cameroon,1859,28.75
11889,Canada,1859,41.49
11890,Cape Verde,1859,33.8
11891,Central African Republic,1859,30.0
11892,Chad,1859,30.9
11893,Chile,1859,32.0
11894,China,1859,28.14
11895,Colombia,1859,32.0
11896,Comoros,1859,32.1
11897,"Congo, Dem. Rep.",1859,31.6
11898,"Congo, Rep.",1859,32.7
11899,Costa Rica,1859,30.21
11900,Cote d'Ivoire,1859,31.16
11901,Croatia,1859,36.1
11902,Cuba,1859,36.6
11903,Cyprus,1859,38.51
11904,Czech Republic,1859,34.95
11905,Denmark,1859,44.42
11906,Djibouti,1859,29.9
11907,Dominican Republic,1859,29.9
11908,Ecuador,1859,32.9
11909,Egypt,1859,33.0
11910,El Salvador,1859,28.7
11911,Equatorial Guinea,1859,29.8
11912,Eritrea,1859,30.2
11913,Estonia,1859,39.08
11914,Ethiopia,1859,29.7
11915,Fiji,1859,26.1
11916,Finland,1859,38.5
11917,France,1859,35.26
11918,French Guiana,1859,30.5
11919,French Polynesia,1859,25.6
11920,Gabon,1859,30.6
11921,Gambia,1859,28.8
11922,Georgia,1859,31.87
11923,Germany,1859,38.37
11924,Ghana,1859,28.0
11925,Greece,1859,36.6
11926,Greenland,1859,33.87
11927,Grenada,1859,37.3
11928,Guadeloupe,1859,27.66
11929,Guam,1859,27.5
11930,Guatemala,1859,25.81
11931,Guinea,1859,30.11
11932,Guinea-Bissau,1859,32.0
11933,Guyana,1859,31.12
11934,Haiti,1859,29.0
11935,Honduras,1859,33.9
11936,"Hong Kong, China",1859,34.9
11937,Hungary,1859,36.0
11938,Iceland,1859,29.67
11939,India,1859,25.44
11940,Indonesia,1859,30.0
11941,Iran,1859,25.6
11942,Iraq,1859,31.2
11943,Ireland,1859,38.3
11944,Israel,1859,32.0
11945,Italy,1859,29.69
11946,Jamaica,1859,34.2
11947,Japan,1859,36.42
11948,Jordan,1859,31.7
11949,Kazakhstan,1859,26.2
11950,Kenya,1859,25.5
11951,Kiribati,1859,24.9
11952,North Korea,1859,26.0
11953,South Korea,1859,25.8
11954,Kuwait,1859,26.0
11955,Kyrgyz Republic,1859,23.94
11956,Lao,1859,31.9
11957,Latvia,1859,33.0
11958,Lebanon,1859,29.7
11959,Lesotho,1859,32.8
11960,Liberia,1859,31.1
11961,Libya,1859,33.1
11962,Lithuania,1859,28.9
11963,Luxembourg,1859,36.9
11964,"Macao, China",1859,34.7
11965,"Macedonia, FYR",1859,36.1
11966,Madagascar,1859,30.5
11967,Malawi,1859,30.3
11968,Malaysia,1859,30.6
11969,Maldives,1859,32.65
11970,Mali,1859,26.41
11971,Malta,1859,28.7
11972,Martinique,1859,30.15
11973,Mauritania,1859,32.0
11974,Mauritius,1859,31.68
11975,Mayotte,1859,32.5
11976,Mexico,1859,26.9
11977,"Micronesia, Fed. Sts.",1859,26.7
11978,Moldova,1859,33.15
11979,Mongolia,1859,31.8
11980,Montenegro,1859,35.4
11981,Morocco,1859,33.1
11982,Mozambique,1859,30.28
11983,Myanmar,1859,30.8
11984,Namibia,1859,32.4
11985,Nepal,1859,32.8
11986,Netherlands,1859,30.86
11987,Netherlands Antilles,1859,34.41
11988,New Caledonia,1859,26.0
11989,New Zealand,1859,34.05
11990,Nicaragua,1859,25.4
11991,Niger,1859,30.8
11992,Nigeria,1859,30.4
11993,Norway,1859,49.93
11994,Oman,1859,32.3
11995,Pakistan,1859,25.8
11996,Panama,1859,32.9
11997,Papua New Guinea,1859,31.5
11998,Paraguay,1859,35.5
11999,Peru,1859,35.7
12000,Philippines,1859,30.9
12001,Poland,1859,35.9
12002,Portugal,1859,35.6
12003,Puerto Rico,1859,30.43
12004,Qatar,1859,30.8
12005,Reunion,1859,33.0
12006,Romania,1859,35.7
12007,Russia,1859,29.57
12008,Rwanda,1859,31.8
12009,St. Lucia,1859,28.01
12010,St. Vincent and the Grenadines,1859,25.99
12011,Samoa,1859,25.4
12012,Sao Tome and Principe,1859,31.0
12013,Saudi Arabia,1859,32.1
12014,Senegal,1859,25.2
12015,Serbia,1859,35.5
12016,Seychelles,1859,37.0
12017,Sierra Leone,1859,25.1
12018,Singapore,1859,34.0
12019,Slovak Republic,1859,36.4
12020,Slovenia,1859,36.6
12021,Solomon Islands,1859,25.1
12022,Somalia,1859,29.4
12023,South Africa,1859,33.5
12024,Spain,1859,29.5
12025,Sri Lanka,1859,32.6
12026,Sudan,1859,31.4
12027,Suriname,1859,32.9
12028,Swaziland,1859,32.3
12029,Sweden,1859,44.27
12030,Switzerland,1859,38.0
12031,Syria,1859,31.1
12032,Taiwan,1859,28.3
12033,Tajikistan,1859,24.24
12034,Tanzania,1859,32.2
12035,Thailand,1859,30.4
12036,Timor-Leste,1859,28.95
12037,Togo,1859,31.3
12038,Tonga,1859,28.2
12039,Trinidad and Tobago,1859,38.8
12040,Tunisia,1859,28.8
12041,Turkey,1859,35.0
12042,Turkmenistan,1859,24.0
12043,Uganda,1859,25.3
12044,Ukraine,1859,36.6
12045,United Arab Emirates,1859,30.7
12046,United Kingdom,1859,40.84
12047,United States,1859,39.41
12048,Uruguay,1859,32.9
12049,Uzbekistan,1859,26.93
12050,Vanuatu,1859,24.3
12051,Venezuela,1859,32.2
12052,West Bank and Gaza,1859,32.1
12053,Western Sahara,1859,34.75
12054,Vietnam,1859,32.0
12055,Virgin Islands (U.S.),1859,33.4
12056,Yemen,1859,23.39
12057,Zambia,1859,32.6
12058,Zimbabwe,1859,33.7
12059,South Sudan,1859,26.67
12060,Afghanistan,1860,27.6
12061,Albania,1860,35.4
12062,Algeria,1860,28.82
12063,Angola,1860,26.98
12064,Antigua and Barbuda,1860,33.54
12065,Argentina,1860,33.2
12066,Armenia,1860,34.0
12067,Aruba,1860,34.42
12068,Australia,1860,34.05
12069,Austria,1860,34.4
12070,Azerbaijan,1860,29.17
12071,Bahamas,1860,35.18
12072,Bahrain,1860,30.3
12073,Bangladesh,1860,25.5
12074,Barbados,1860,32.12
12075,Belarus,1860,36.2
12076,Belgium,1860,45.12
12077,Belize,1860,26.5
12078,Benin,1860,31.0
12079,Bhutan,1860,28.8
12080,Bolivia,1860,33.0
12081,Bosnia and Herzegovina,1860,35.1
12082,Botswana,1860,33.6
12083,Brazil,1860,31.99
12084,Brunei,1860,29.2
12085,Bulgaria,1860,38.44
12086,Burkina Faso,1860,29.2
12087,Burundi,1860,31.5
12088,Cambodia,1860,35.0
12089,Cameroon,1860,28.75
12090,Canada,1860,41.54
12091,Cape Verde,1860,33.8
12092,Central African Republic,1860,30.0
12093,Chad,1860,30.9
12094,Chile,1860,32.0
12095,China,1860,28.85
12096,Colombia,1860,32.0
12097,Comoros,1860,32.1
12098,"Congo, Dem. Rep.",1860,31.6
12099,"Congo, Rep.",1860,32.7
12100,Costa Rica,1860,30.21
12101,Cote d'Ivoire,1860,31.16
12102,Croatia,1860,36.1
12103,Cuba,1860,36.24
12104,Cyprus,1860,38.51
12105,Czech Republic,1860,34.95
12106,Denmark,1860,45.11
12107,Djibouti,1860,29.9
12108,Dominican Republic,1860,29.9
12109,Ecuador,1860,32.9
12110,Egypt,1860,33.0
12111,El Salvador,1860,28.7
12112,Equatorial Guinea,1860,29.8
12113,Eritrea,1860,30.2
12114,Estonia,1860,39.0
12115,Ethiopia,1860,29.7
12116,Fiji,1860,26.1
12117,Finland,1860,38.15
12118,France,1860,43.33
12119,French Guiana,1860,30.5
12120,French Polynesia,1860,25.6
12121,Gabon,1860,30.6
12122,Gambia,1860,28.8
12123,Georgia,1860,31.87
12124,Germany,1860,38.37
12125,Ghana,1860,28.0
12126,Greece,1860,36.6
12127,Greenland,1860,33.87
12128,Grenada,1860,37.3
12129,Guadeloupe,1860,27.66
12130,Guam,1860,27.5
12131,Guatemala,1860,25.81
12132,Guinea,1860,30.12
12133,Guinea-Bissau,1860,32.0
12134,Guyana,1860,31.12
12135,Haiti,1860,29.0
12136,Honduras,1860,33.9
12137,"Hong Kong, China",1860,34.9
12138,Hungary,1860,36.0
12139,Iceland,1860,19.76
12140,India,1860,23.0
12141,Indonesia,1860,30.0
12142,Iran,1860,25.6
12143,Iraq,1860,31.2
12144,Ireland,1860,38.56
12145,Israel,1860,32.0
12146,Italy,1860,29.69
12147,Jamaica,1860,34.2
12148,Japan,1860,36.42
12149,Jordan,1860,31.7
12150,Kazakhstan,1860,26.2
12151,Kenya,1860,25.5
12152,Kiribati,1860,24.9
12153,North Korea,1860,26.0
12154,South Korea,1860,25.8
12155,Kuwait,1860,26.0
12156,Kyrgyz Republic,1860,23.94
12157,Lao,1860,31.9
12158,Latvia,1860,33.0
12159,Lebanon,1860,29.7
12160,Lesotho,1860,32.8
12161,Liberia,1860,31.1
12162,Libya,1860,33.1
12163,Lithuania,1860,28.9
12164,Luxembourg,1860,36.9
12165,"Macao, China",1860,34.7
12166,"Macedonia, FYR",1860,36.1
12167,Madagascar,1860,30.5
12168,Malawi,1860,30.3
12169,Malaysia,1860,30.6
12170,Maldives,1860,32.65
12171,Mali,1860,26.41
12172,Malta,1860,28.7
12173,Martinique,1860,30.15
12174,Mauritania,1860,32.0
12175,Mauritius,1860,30.96
12176,Mayotte,1860,32.5
12177,Mexico,1860,26.9
12178,"Micronesia, Fed. Sts.",1860,26.7
12179,Moldova,1860,33.15
12180,Mongolia,1860,31.8
12181,Montenegro,1860,35.4
12182,Morocco,1860,33.1
12183,Mozambique,1860,30.28
12184,Myanmar,1860,30.8
12185,Namibia,1860,32.4
12186,Nepal,1860,32.8
12187,Netherlands,1860,36.91
12188,Netherlands Antilles,1860,34.41
12189,New Caledonia,1860,26.0
12190,New Zealand,1860,34.05
12191,Nicaragua,1860,25.4
12192,Niger,1860,30.8
12193,Nigeria,1860,30.4
12194,Norway,1860,50.0
12195,Oman,1860,32.3
12196,Pakistan,1860,25.8
12197,Panama,1860,32.9
12198,Papua New Guinea,1860,31.5
12199,Paraguay,1860,35.5
12200,Peru,1860,35.7
12201,Philippines,1860,30.9
12202,Poland,1860,35.9
12203,Portugal,1860,35.6
12204,Puerto Rico,1860,30.43
12205,Qatar,1860,30.8
12206,Reunion,1860,33.0
12207,Romania,1860,35.7
12208,Russia,1860,29.57
12209,Rwanda,1860,31.8
12210,St. Lucia,1860,28.01
12211,St. Vincent and the Grenadines,1860,25.99
12212,Samoa,1860,25.4
12213,Sao Tome and Principe,1860,31.0
12214,Saudi Arabia,1860,32.1
12215,Senegal,1860,25.2
12216,Serbia,1860,35.5
12217,Seychelles,1860,37.0
12218,Sierra Leone,1860,25.1
12219,Singapore,1860,34.0
12220,Slovak Republic,1860,36.4
12221,Slovenia,1860,36.6
12222,Solomon Islands,1860,25.1
12223,Somalia,1860,29.4
12224,South Africa,1860,33.5
12225,Spain,1860,29.5
12226,Sri Lanka,1860,32.6
12227,Sudan,1860,31.4
12228,Suriname,1860,32.9
12229,Swaziland,1860,32.3
12230,Sweden,1860,48.47
12231,Switzerland,1860,38.0
12232,Syria,1860,31.1
12233,Taiwan,1860,28.3
12234,Tajikistan,1860,24.24
12235,Tanzania,1860,32.2
12236,Thailand,1860,30.4
12237,Timor-Leste,1860,28.95
12238,Togo,1860,31.3
12239,Tonga,1860,28.2
12240,Trinidad and Tobago,1860,38.8
12241,Tunisia,1860,28.8
12242,Turkey,1860,35.0
12243,Turkmenistan,1860,24.0
12244,Uganda,1860,25.3
12245,Ukraine,1860,36.6
12246,United Arab Emirates,1860,30.7
12247,United Kingdom,1860,43.01
12248,United States,1860,39.41
12249,Uruguay,1860,32.9
12250,Uzbekistan,1860,26.93
12251,Vanuatu,1860,24.3
12252,Venezuela,1860,32.2
12253,West Bank and Gaza,1860,32.1
12254,Western Sahara,1860,34.75
12255,Vietnam,1860,32.0
12256,Virgin Islands (U.S.),1860,33.4
12257,Yemen,1860,23.39
12258,Zambia,1860,32.6
12259,Zimbabwe,1860,33.7
12260,South Sudan,1860,26.67
12261,Afghanistan,1861,27.59
12262,Albania,1861,35.4
12263,Algeria,1861,28.82
12264,Angola,1861,26.98
12265,Antigua and Barbuda,1861,33.54
12266,Argentina,1861,33.2
12267,Armenia,1861,34.0
12268,Aruba,1861,34.42
12269,Australia,1861,34.05
12270,Austria,1861,34.4
12271,Azerbaijan,1861,29.17
12272,Bahamas,1861,35.18
12273,Bahrain,1861,30.3
12274,Bangladesh,1861,25.5
12275,Barbados,1861,32.12
12276,Belarus,1861,36.2
12277,Belgium,1861,41.27
12278,Belize,1861,26.5
12279,Benin,1861,31.0
12280,Bhutan,1861,28.8
12281,Bolivia,1861,33.0
12282,Bosnia and Herzegovina,1861,35.1
12283,Botswana,1861,33.6
12284,Brazil,1861,31.99
12285,Brunei,1861,29.2
12286,Bulgaria,1861,38.48
12287,Burkina Faso,1861,29.2
12288,Burundi,1861,31.5
12289,Cambodia,1861,35.0
12290,Cameroon,1861,28.75
12291,Canada,1861,41.6
12292,Cape Verde,1861,33.8
12293,Central African Republic,1861,30.0
12294,Chad,1861,30.9
12295,Chile,1861,32.0
12296,China,1861,29.56
12297,Colombia,1861,32.0
