,country,year,life_expectancy
5150,Namibia,1825,32.4
5151,Nepal,1825,32.8
5152,Netherlands,1825,39.86
5153,Netherlands Antilles,1825,34.41
5154,New Caledonia,1825,26.0
5155,New Zealand,1825,34.05
5156,Nicaragua,1825,25.4
5157,Niger,1825,30.8
5158,Nigeria,1825,30.4
5159,Norway,1825,49.23
5160,Oman,1825,32.3
5161,Pakistan,1825,25.8
5162,Panama,1825,32.9
5163,Papua New Guinea,1825,31.5
5164,Paraguay,1825,35.5
5165,Peru,1825,35.7
5166,Philippines,1825,30.9
5167,Poland,1825,35.9
5168,Portugal,1825,35.6
5169,Puerto Rico,1825,30.43
5170,Qatar,1825,30.8
5171,Reunion,1825,33.0
5172,Romania,1825,35.7
5173,Russia,1825,29.57
5174,Rwanda,1825,31.8
5175,St. Lucia,1825,28.01
5176,St. Vincent and the Grenadines,1825,25.99
5177,Samoa,1825,25.4
5178,Sao Tome and Principe,1825,31.0
5179,Saudi Arabia,1825,32.1
5180,Senegal,1825,25.2
5181,Serbia,1825,35.5
5182,Seychelles,1825,37.0
5183,Sierra Leone,1825,25.1
5184,Singapore,1825,34.0
5185,Slovak Republic,1825,36.4
5186,Slovenia,1825,36.6
5187,Solomon Islands,1825,25.1
5188,Somalia,1825,29.4
5189,South Africa,1825,33.5
5190,Spain,1825,29.5
5191,Sri Lanka,1825,32.6
5192,Sudan,1825,31.4
5193,Suriname,1825,32.9
5194,Swaziland,1825,32.3
5195,Sweden,1825,45.24
5196,Switzerland,1825,38.0
5197,Syria,1825,31.1
5198,Taiwan,1825,28.3
5199,Tajikistan,1825,24.24
5200,Tanzania,1825,32.2
5201,Thailand,1825,30.4
5202,Timor-Leste,1825,28.95
5203,Togo,1825,31.3
5204,Tonga,1825,28.2
5205,Trinidad and Tobago,1825,32.9
5206,Tunisia,1825,28.8
5207,Turkey,1825,35.0
5208,Turkmenistan,1825,24.0
5209,Uganda,1825,25.3
5210,Ukraine,1825,36.6
5211,United Arab Emirates,1825,30.7
5212,United Kingdom,1825,39.94
5213,United States,1825,39.41
5214,Uruguay,1825,32.9
5215,Uzbekistan,1825,26.93
5216,Vanuatu,1825,24.3
5217,Venezuela,1825,32.2
5218,West Bank and Gaza,1825,32.1
5219,Western Sahara,1825,34.75
5220,Vietnam,1825,32.0
5221,Virgin Islands (U.S.),1825,33.4
5222,Yemen,1825,23.39
5223,Zambia,1825,32.6
5224,Zimbabwe,1825,33.7
5225,South Sudan,1825,26.67
5226,Afghanistan,1826,27.94
5227,Albania,1826,35.4
5228,Algeria,1826,28.82
5229,Angola,1826,26.98
5230,Antigua and Barbuda,1826,33.54
5231,Argentina,1826,33.2
5232,Armenia,1826,34.0
5233,Aruba,1826,34.42
5234,Australia,1826,34.05
5235,Austria,1826,34.4
5236,Azerbaijan,1826,29.17
5237,Bahamas,1826,35.18
5238,Bahrain,1826,30.3
5239,Bangladesh,1826,25.5
5240,Barbados,1826,32.12
5241,Belarus,1826,36.2
5242,Belgium,1826,40.21
5243,Belize,1826,26.5
5244,Benin,1826,31.0
5245,Bhutan,1826,28.8
5246,Bolivia,1826,33.0
5247,Bosnia and Herzegovina,1826,35.1
5248,Botswana,1826,33.6
5249,Brazil,1826,31.99
5250,Brunei,1826,29.2
5251,Bulgaria,1826,36.94
5252,Burkina Faso,1826,29.2
5253,Burundi,1826,31.5
5254,Cambodia,1826,35.0
5255,Cameroon,1826,28.75
5256,Canada,1826,39.04
5257,Cape Verde,1826,33.8
5258,Central African Republic,1826,30.0
5259,Chad,1826,30.9
5260,Chile,1826,32.0
5261,China,1826,32.0
5262,Colombia,1826,32.0
5263,Comoros,1826,32.1
5264,"Congo, Dem. Rep.",1826,31.6
5265,"Congo, Rep.",1826,32.7
5266,Costa Rica,1826,30.21
5267,Cote d'Ivoire,1826,31.16
5268,Croatia,1826,36.1
5269,Cuba,1826,36.08
5270,Cyprus,1826,38.5
5271,Czech Republic,1826,34.95
5272,Denmark,1826,40.26
5273,Djibouti,1826,29.9
5274,Dominican Republic,1826,29.9
5275,Ecuador,1826,32.9
5276,Egypt,1826,33.0
5277,El Salvador,1826,28.7
5278,Equatorial Guinea,1826,29.8
5279,Eritrea,1826,30.2
5280,Estonia,1826,35.55
5281,Ethiopia,1826,29.7
5282,Fiji,1826,26.1
5283,Finland,1826,38.13
5284,France,1826,37.76
5285,French Guiana,1826,30.5
5286,French Polynesia,1826,25.6
5287,Gabon,1826,30.6
5288,Gambia,1826,28.8
5289,Georgia,1826,31.87
5290,Germany,1826,38.37
5291,Ghana,1826,28.0
5292,Greece,1826,36.6
5293,Greenland,1826,33.87
5294,Grenada,1826,31.4
5295,Guadeloupe,1826,27.66
5296,Guam,1826,27.5
5297,Guatemala,1826,25.8
5298,Guinea,1826,29.77
5299,Guinea-Bissau,1826,32.0
5300,Guyana,1826,31.12
5301,Haiti,1826,29.0
5302,Honduras,1826,33.9
5303,"Hong Kong, China",1826,34.9
5304,Hungary,1826,36.0
5305,Iceland,1826,25.63
5306,India,1826,25.44
5307,Indonesia,1826,30.0
5308,Iran,1826,25.6
5309,Iraq,1826,31.2
5310,Ireland,1826,38.3
5311,Israel,1826,32.0
5312,Italy,1826,29.69
5313,Jamaica,1826,34.2
5314,Japan,1826,36.41
5315,Jordan,1826,31.7
5316,Kazakhstan,1826,26.2
5317,Kenya,1826,25.5
5318,Kiribati,1826,24.9
5319,North Korea,1826,26.0
5320,South Korea,1826,25.8
5321,Kuwait,1826,26.0
5322,Kyrgyz Republic,1826,23.94
5323,Lao,1826,31.9
5324,Latvia,1826,33.0
5325,Lebanon,1826,29.7
5326,Lesotho,1826,32.8
5327,Liberia,1826,31.1
5328,Libya,1826,33.1
5329,Lithuania,1826,28.9
5330,Luxembourg,1826,36.9
5331,"Macao, China",1826,34.7
5332,"Macedonia, FYR",1826,36.1
5333,Madagascar,1826,30.5
5334,Malawi,1826,30.3
5335,Malaysia,1826,30.6
5336,Maldives,1826,32.65
5337,Mali,1826,26.41
5338,Malta,1826,28.7
5339,Martinique,1826,30.15
5340,Mauritania,1826,32.0
5341,Mauritius,1826,28.7
5342,Mayotte,1826,32.5
5343,Mexico,1826,26.9
5344,"Micronesia, Fed. Sts.",1826,26.7
5345,Moldova,1826,33.15
5346,Mongolia,1826,31.8
5347,Montenegro,1826,35.4
5348,Morocco,1826,33.1
5349,Mozambique,1826,30.28
5350,Myanmar,1826,30.8
5351,Namibia,1826,32.4
5352,Nepal,1826,32.8
5353,Netherlands,1826,39.86
5354,Netherlands Antilles,1826,34.41
5355,New Caledonia,1826,26.0
5356,New Zealand,1826,34.05
5357,Nicaragua,1826,25.4
5358,Niger,1826,30.8
5359,Nigeria,1826,30.4
5360,Norway,1826,47.63
5361,Oman,1826,32.3
5362,Pakistan,1826,25.8
5363,Panama,1826,32.9
5364,Papua New Guinea,1826,31.5
5365,Paraguay,1826,35.5
5366,Peru,1826,35.7
5367,Philippines,1826,30.9
5368,Poland,1826,35.9
5369,Portugal,1826,35.6
5370,Puerto Rico,1826,30.43
5371,Qatar,1826,30.8
5372,Reunion,1826,33.0
5373,Romania,1826,35.7
5374,Russia,1826,29.57
5375,Rwanda,1826,31.8
5376,St. Lucia,1826,28.01
5377,St. Vincent and the Grenadines,1826,25.99
5378,Samoa,1826,25.4
5379,Sao Tome and Principe,1826,31.0
5380,Saudi Arabia,1826,32.1
5381,Senegal,1826,25.2
5382,Serbia,1826,35.5
5383,Seychelles,1826,37.0
5384,Sierra Leone,1826,25.1
5385,Singapore,1826,34.0
5386,Slovak Republic,1826,36.4
5387,Slovenia,1826,36.6
5388,Solomon Islands,1826,25.1
5389,Somalia,1826,29.4
5390,South Africa,1826,33.5
5391,Spain,1826,29.5
5392,Sri Lanka,1826,32.6
5393,Sudan,1826,31.4
5394,Suriname,1826,32.9
5395,Swaziland,1826,32.3
5396,Sweden,1826,43.08
5397,Switzerland,1826,38.0
5398,Syria,1826,31.1
5399,Taiwan,1826,28.3
5400,Tajikistan,1826,24.24
5401,Tanzania,1826,32.2
5402,Thailand,1826,30.4
5403,Timor-Leste,1826,28.95
5404,Togo,1826,31.3
5405,Tonga,1826,28.2
5406,Trinidad and Tobago,1826,32.9
5407,Tunisia,1826,28.8
5408,Turkey,1826,35.0
5409,Turkmenistan,1826,24.0
5410,Uganda,1826,25.3
5411,Ukraine,1826,36.6
5412,United Arab Emirates,1826,30.7
5413,United Kingdom,1826,39.83
5414,United States,1826,39.41
5415,Uruguay,1826,32.9
5416,Uzbekistan,1826,26.93
5417,Vanuatu,1826,24.3
5418,Venezuela,1826,32.2
5419,West Bank and Gaza,1826,32.1
5420,Western Sahara,1826,34.75
5421,Vietnam,1826,32.0
5422,Virgin Islands (U.S.),1826,33.4
5423,Yemen,1826,23.39
5424,Zambia,1826,32.6
5425,Zimbabwe,1826,33.7
5426,South Sudan,1826,26.67
5427,Afghanistan,1827,27.93
5428,Albania,1827,35.4
5429,Algeria,1827,28.82
5430,Angola,1827,26.98
5431,Antigua and Barbuda,1827,33.54
5432,Argentina,1827,33.2
5433,Armenia,1827,34.0
5434,Aruba,1827,34.42
5435,Australia,1827,34.05
5436,Austria,1827,34.4
5437,Azerbaijan,1827,29.17
5438,Bahamas,1827,35.18
5439,Bahrain,1827,30.3
5440,Bangladesh,1827,25.5
5441,Barbados,1827,32.12
5442,Belarus,1827,36.2
5443,Belgium,1827,40.22
5444,Belize,1827,26.5
5445,Benin,1827,31.0
5446,Bhutan,1827,28.8
5447,Bolivia,1827,33.0
5448,Bosnia and Herzegovina,1827,35.1
5449,Botswana,1827,33.6
5450,Brazil,1827,31.99
5451,Brunei,1827,29.2
5452,Bulgaria,1827,36.99
5453,Burkina Faso,1827,29.2
5454,Burundi,1827,31.5
5455,Cambodia,1827,35.0
5456,Cameroon,1827,28.75
5457,Canada,1827,39.04
5458,Cape Verde,1827,33.8
5459,Central African Republic,1827,30.0
5460,Chad,1827,30.9
5461,Chile,1827,32.0
5462,China,1827,32.0
5463,Colombia,1827,32.0
5464,Comoros,1827,32.1
5465,"Congo, Dem. Rep.",1827,31.6
5466,"Congo, Rep.",1827,32.7
5467,Costa Rica,1827,30.21
5468,Cote d'Ivoire,1827,31.16
5469,Croatia,1827,36.1
5470,Cuba,1827,35.92
5471,Cyprus,1827,38.5
5472,Czech Republic,1827,34.95
5473,Denmark,1827,41.11
5474,Djibouti,1827,29.9
5475,Dominican Republic,1827,29.9
5476,Ecuador,1827,32.9
5477,Egypt,1827,33.0
5478,El Salvador,1827,28.7
5479,Equatorial Guinea,1827,29.8
5480,Eritrea,1827,30.2
5481,Estonia,1827,35.51
5482,Ethiopia,1827,29.7
5483,Fiji,1827,26.1
5484,Finland,1827,42.21
5485,France,1827,39.35
5486,French Guiana,1827,30.5
5487,French Polynesia,1827,25.6
5488,Gabon,1827,30.6
5489,Gambia,1827,28.8
5490,Georgia,1827,31.87
5491,Germany,1827,38.37
5492,Ghana,1827,28.0
5493,Greece,1827,36.6
5494,Greenland,1827,33.87
5495,Grenada,1827,31.4
5496,Guadeloupe,1827,27.66
5497,Guam,1827,27.5
5498,Guatemala,1827,25.8
5499,Guinea,1827,29.78
5500,Guinea-Bissau,1827,32.0
5501,Guyana,1827,31.12
5502,Haiti,1827,29.0
5503,Honduras,1827,33.9
5504,"Hong Kong, China",1827,34.9
5505,Hungary,1827,36.0
5506,Iceland,1827,24.92
5507,India,1827,25.44
5508,Indonesia,1827,30.0
5509,Iran,1827,25.6
5510,Iraq,1827,31.2
5511,Ireland,1827,38.3
5512,Israel,1827,32.0
5513,Italy,1827,29.69
5514,Jamaica,1827,34.2
5515,Japan,1827,36.41
5516,Jordan,1827,31.7
5517,Kazakhstan,1827,26.2
5518,Kenya,1827,25.5
5519,Kiribati,1827,24.9
5520,North Korea,1827,26.0
5521,South Korea,1827,25.8
5522,Kuwait,1827,26.0
5523,Kyrgyz Republic,1827,23.94
5524,Lao,1827,31.9
5525,Latvia,1827,33.0
5526,Lebanon,1827,29.7
5527,Lesotho,1827,32.8
5528,Liberia,1827,31.1
5529,Libya,1827,33.1
5530,Lithuania,1827,28.9
5531,Luxembourg,1827,36.9
5532,"Macao, China",1827,34.7
5533,"Macedonia, FYR",1827,36.1
5534,Madagascar,1827,30.5
5535,Malawi,1827,30.3
5536,Malaysia,1827,30.6
5537,Maldives,1827,32.65
5538,Mali,1827,26.41
5539,Malta,1827,28.7
5540,Martinique,1827,30.15
5541,Mauritania,1827,32.0
5542,Mauritius,1827,28.7
5543,Mayotte,1827,32.5
5544,Mexico,1827,26.9
5545,"Micronesia, Fed. Sts.",1827,26.7
5546,Moldova,1827,33.15
5547,Mongolia,1827,31.8
5548,Montenegro,1827,35.4
5549,Morocco,1827,33.1
5550,Mozambique,1827,30.28
5551,Myanmar,1827,30.8
5552,Namibia,1827,32.4
5553,Nepal,1827,32.8
5554,Netherlands,1827,39.86
5555,Netherlands Antilles,1827,34.41
5556,New Caledonia,1827,26.0
5557,New Zealand,1827,34.05
5558,Nicaragua,1827,25.4
5559,Niger,1827,30.8
5560,Nigeria,1827,30.4
5561,Norway,1827,48.38
5562,Oman,1827,32.3
5563,Pakistan,1827,25.8
5564,Panama,1827,32.9
5565,Papua New Guinea,1827,31.5
5566,Paraguay,1827,35.5
5567,Peru,1827,35.7
5568,Philippines,1827,30.9
5569,Poland,1827,35.9
5570,Portugal,1827,35.6
5571,Puerto Rico,1827,30.43
5572,Qatar,1827,30.8
5573,Reunion,1827,33.0
5574,Romania,1827,35.7
5575,Russia,1827,29.57
5576,Rwanda,1827,31.8
5577,St. Lucia,1827,28.01
5578,St. Vincent and the Grenadines,1827,25.99
5579,Samoa,1827,25.4
5580,Sao Tome and Principe,1827,31.0
5581,Saudi Arabia,1827,32.1
5582,Senegal,1827,25.2
5583,Serbia,1827,35.5
5584,Seychelles,1827,37.0
5585,Sierra Leone,1827,25.1
5586,Singapore,1827,34.0
5587,Slovak Republic,1827,36.4
5588,Slovenia,1827,36.6
5589,Solomon Islands,1827,25.1
5590,Somalia,1827,29.4
5591,South Africa,1827,33.5
5592,Spain,1827,29.5
5593,Sri Lanka,1827,32.6
5594,Sudan,1827,31.4
5595,Suriname,1827,32.9
5596,Swaziland,1827,32.3
5597,Sweden,1827,42.64
5598,Switzerland,1827,38.0
5599,Syria,1827,31.1
5600,Taiwan,1827,28.3
5601,Tajikistan,1827,24.24
5602,Tanzania,1827,32.2
5603,Thailand,1827,30.4
5604,Timor-Leste,1827,28.95
5605,Togo,1827,31.3
5606,Tonga,1827,28.2
5607,Trinidad and Tobago,1827,32.9
5608,Tunisia,1827,28.8
5609,Turkey,1827,35.0
5610,Turkmenistan,1827,24.0
5611,Uganda,1827,25.3
5612,Ukraine,1827,36.6
5613,United Arab Emirates,1827,30.7
5614,United Kingdom,1827,41.14
5615,United States,1827,39.41
5616,Uruguay,1827,32.9
5617,Uzbekistan,1827,26.93
5618,Vanuatu,1827,24.3
5619,Venezuela,1827,32.2
5620,West Bank and Gaza,1827,32.1
5621,Western Sahara,1827,34.75
5622,Vietnam,1827,32.0
5623,Virgin Islands (U.S.),1827,33.4
5624,Yemen,1827,23.39
5625,Zambia,1827,32.6
5626,Zimbabwe,1827,33.7
5627,South Sudan,1827,26.67
5628,Afghanistan,1828,27.92
5629,Albania,1828,35.4
5630,Algeria,1828,28.82
5631,Angola,1828,26.98
5632,Antigua and Barbuda,1828,33.54
5633,Argentina,1828,33.2
5634,Armenia,1828,34.0
5635,Aruba,1828,34.42
5636,Australia,1828,34.05
5637,Austria,1828,34.4
5638,Azerbaijan,1828,29.17
5639,Bahamas,1828,35.18
5640,Bahrain,1828,30.3
5641,Bangladesh,1828,25.5
5642,Barbados,1828,32.12
5643,Belarus,1828,36.2
5644,Belgium,1828,40.23
5645,Belize,1828,26.5
5646,Benin,1828,31.0
5647,Bhutan,1828,28.8
5648,Bolivia,1828,33.0
5649,Bosnia and Herzegovina,1828,35.1
5650,Botswana,1828,33.6
5651,Brazil,1828,31.99
5652,Brunei,1828,29.2
5653,Bulgaria,1828,37.03
5654,Burkina Faso,1828,29.2
5655,Burundi,1828,31.5
5656,Cambodia,1828,35.0
5657,Cameroon,1828,28.75
5658,Canada,1828,39.04
5659,Cape Verde,1828,33.8
5660,Central African Republic,1828,30.0
5661,Chad,1828,30.9
5662,Chile,1828,32.0
5663,China,1828,32.0
5664,Colombia,1828,32.0
5665,Comoros,1828,32.1
5666,"Congo, Dem. Rep.",1828,31.6
5667,"Congo, Rep.",1828,32.7
5668,Costa Rica,1828,30.21
5669,Cote d'Ivoire,1828,31.16
5670,Croatia,1828,36.1
5671,Cuba,1828,35.76
5672,Cyprus,1828,38.5
5673,Czech Republic,1828,34.95
5674,Denmark,1828,36.64
5675,Djibouti,1828,29.9
5676,Dominican Republic,1828,29.9
5677,Ecuador,1828,32.9
5678,Egypt,1828,33.0
5679,El Salvador,1828,28.7
5680,Equatorial Guinea,1828,29.8
5681,Eritrea,1828,30.2
5682,Estonia,1828,35.46
5683,Ethiopia,1828,28.0
5684,Fiji,1828,26.1
5685,Finland,1828,40.65
5686,France,1828,37.53
5687,French Guiana,1828,30.5
5688,French Polynesia,1828,25.6
5689,Gabon,1828,30.6
5690,Gambia,1828,28.8
5691,Georgia,1828,31.87
5692,Germany,1828,38.37
5693,Ghana,1828,28.0
5694,Greece,1828,36.6
5695,Greenland,1828,33.87
5696,Grenada,1828,31.4
5697,Guadeloupe,1828,27.66
5698,Guam,1828,27.5
5699,Guatemala,1828,25.8
5700,Guinea,1828,29.79
5701,Guinea-Bissau,1828,32.0
5702,Guyana,1828,31.12
5703,Haiti,1828,29.0
5704,Honduras,1828,33.9
5705,"Hong Kong, China",1828,34.9
5706,Hungary,1828,36.0
5707,Iceland,1828,29.6
5708,India,1828,25.44
5709,Indonesia,1828,30.0
5710,Iran,1828,25.6
5711,Iraq,1828,31.2
5712,Ireland,1828,38.3
5713,Israel,1828,32.0
5714,Italy,1828,29.69
5715,Jamaica,1828,34.2
5716,Japan,1828,36.41
5717,Jordan,1828,31.7
5718,Kazakhstan,1828,26.2
5719,Kenya,1828,25.5
5720,Kiribati,1828,24.9
5721,North Korea,1828,26.0
5722,South Korea,1828,25.8
5723,Kuwait,1828,26.0
5724,Kyrgyz Republic,1828,23.94
5725,Lao,1828,31.9
5726,Latvia,1828,33.0
5727,Lebanon,1828,29.7
5728,Lesotho,1828,32.8
5729,Liberia,1828,31.1
5730,Libya,1828,33.1
5731,Lithuania,1828,28.9
5732,Luxembourg,1828,36.9
5733,"Macao, China",1828,34.7
5734,"Macedonia, FYR",1828,36.1
5735,Madagascar,1828,30.5
5736,Malawi,1828,30.3
5737,Malaysia,1828,30.6
5738,Maldives,1828,32.65
5739,Mali,1828,26.41
5740,Malta,1828,28.7
5741,Martinique,1828,30.15
5742,Mauritania,1828,32.0
5743,Mauritius,1828,28.7
5744,Mayotte,1828,32.5
5745,Mexico,1828,26.9
5746,"Micronesia, Fed. Sts.",1828,26.7
5747,Moldova,1828,33.15
5748,Mongolia,1828,31.8
5749,Montenegro,1828,35.4
5750,Morocco,1828,33.1
5751,Mozambique,1828,30.28
5752,Myanmar,1828,30.8
5753,Namibia,1828,32.4
5754,Nepal,1828,32.8
5755,Netherlands,1828,39.86
5756,Netherlands Antilles,1828,34.41
5757,New Caledonia,1828,26.0
5758,New Zealand,1828,34.05
5759,Nicaragua,1828,25.4
5760,Niger,1828,30.8
5761,Nigeria,1828,30.4
5762,Norway,1828,46.22
5763,Oman,1828,32.3
5764,Pakistan,1828,25.8
5765,Panama,1828,32.9
5766,Papua New Guinea,1828,31.5
5767,Paraguay,1828,35.5
5768,Peru,1828,35.7
5769,Philippines,1828,30.9
5770,Poland,1828,35.9
5771,Portugal,1828,35.6
5772,Puerto Rico,1828,30.43
5773,Qatar,1828,30.8
5774,Reunion,1828,33.0
5775,Romania,1828,35.7
5776,Russia,1828,29.57
5777,Rwanda,1828,31.8
5778,St. Lucia,1828,28.01
5779,St. Vincent and the Grenadines,1828,25.99
5780,Samoa,1828,25.4
5781,Sao Tome and Principe,1828,31.0
5782,Saudi Arabia,1828,32.1
5783,Senegal,1828,25.2
5784,Serbia,1828,35.5
5785,Seychelles,1828,37.0
5786,Sierra Leone,1828,25.1
5787,Singapore,1828,34.0
5788,Slovak Republic,1828,36.4
5789,Slovenia,1828,36.6
5790,Solomon Islands,1828,25.1
5791,Somalia,1828,29.4
5792,South Africa,1828,33.5
5793,Spain,1828,29.5
5794,Sri Lanka,1828,32.6
5795,Sudan,1828,31.4
5796,Suriname,1828,32.9
5797,Swaziland,1828,32.3
5798,Sweden,1828,37.74
5799,Switzerland,1828,38.0
5800,Syria,1828,31.1
5801,Taiwan,1828,28.3
5802,Tajikistan,1828,24.24
5803,Tanzania,1828,32.2
5804,Thailand,1828,30.4
5805,Timor-Leste,1828,28.95
5806,Togo,1828,31.3
5807,Tonga,1828,28.2
5808,Trinidad and Tobago,1828,32.9
5809,Tunisia,1828,28.8
5810,Turkey,1828,35.0
5811,Turkmenistan,1828,24.0
5812,Uganda,1828,25.3
5813,Ukraine,1828,36.6
5814,United Arab Emirates,1828,30.7
5815,United Kingdom,1828,42.03
5816,United States,1828,39.41
5817,Uruguay,1828,32.9
5818,Uzbekistan,1828,26.93
5819,Vanuatu,1828,24.3
5820,Venezuela,1828,32.2
5821,West Bank and Gaza,1828,32.1
5822,Western Sahara,1828,34.75
5823,Vietnam,1828,32.0
5824,Virgin Islands (U.S.),1828,33.4
5825,Yemen,1828,23.39
5826,Zambia,1828,32.6
5827,Zimbabwe,1828,33.7
5828,South Sudan,1828,26.67
5829,Afghanistan,1829,27.91
5830,Albania,1829,35.4
5831,Algeria,1829,28.82
5832,Angola,1829,26.98
5833,Antigua and Barbuda,1829,33.54
5834,Argentina,1829,33.2
5835,Armenia,1829,34.0
5836,Aruba,1829,34.42
5837,Australia,1829,34.05
5838,Austria,1829,34.4
5839,Azerbaijan,1829,29.17
5840,Bahamas,1829,35.18
5841,Bahrain,1829,30.3
5842,Bangladesh,1829,25.5
5843,Barbados,1829,32.12
5844,Belarus,1829,36.2
5845,Belgium,1829,40.23
5846,Belize,1829,26.5
5847,Benin,1829,31.0
5848,Bhutan,1829,28.8
5849,Bolivia,1829,33.0
5850,Bosnia and Herzegovina,1829,35.1
5851,Botswana,1829,33.6
5852,Brazil,1829,31.99
5853,Brunei,1829,29.2
5854,Bulgaria,1829,37.08
5855,Burkina Faso,1829,29.2
5856,Burundi,1829,31.5
5857,Cambodia,1829,35.0
5858,Cameroon,1829,28.75
5859,Canada,1829,39.04
5860,Cape Verde,1829,33.8
5861,Central African Republic,1829,30.0
5862,Chad,1829,30.9
5863,Chile,1829,32.0
5864,China,1829,32.0
5865,Colombia,1829,32.0
5866,Comoros,1829,32.1
5867,"Congo, Dem. Rep.",1829,31.6
5868,"Congo, Rep.",1829,32.7
5869,Costa Rica,1829,30.21
5870,Cote d'Ivoire,1829,31.16
5871,Croatia,1829,36.1
5872,Cuba,1829,35.6
5873,Cyprus,1829,38.5
5874,Czech Republic,1829,34.95
5875,Denmark,1829,31.02
5876,Djibouti,1829,29.9
5877,Dominican Republic,1829,29.9
5878,Ecuador,1829,32.9
5879,Egypt,1829,33.0
5880,El Salvador,1829,28.7
5881,Equatorial Guinea,1829,29.8
5882,Eritrea,1829,30.2
5883,Estonia,1829,35.42
5884,Ethiopia,1829,27.0
5885,Fiji,1829,26.1
5886,Finland,1829,36.3
5887,France,1829,39.36
5888,French Guiana,1829,30.5
5889,French Polynesia,1829,25.6
5890,Gabon,1829,30.6
5891,Gambia,1829,28.8
5892,Georgia,1829,31.87
5893,Germany,1829,38.37
5894,Ghana,1829,28.0
5895,Greece,1829,36.6
5896,Greenland,1829,33.87
5897,Grenada,1829,31.4
5898,Guadeloupe,1829,27.66
5899,Guam,1829,27.5
5900,Guatemala,1829,25.8
5901,Guinea,1829,29.8
5902,Guinea-Bissau,1829,32.0
5903,Guyana,1829,31.12
5904,Haiti,1829,29.0
5905,Honduras,1829,33.9
5906,"Hong Kong, China",1829,34.9
5907,Hungary,1829,36.0
5908,Iceland,1829,34.9
5909,India,1829,25.44
5910,Indonesia,1829,30.0
5911,Iran,1829,25.6
5912,Iraq,1829,31.2
5913,Ireland,1829,38.3
5914,Israel,1829,32.0
5915,Italy,1829,29.69
5916,Jamaica,1829,34.2
5917,Japan,1829,36.41
5918,Jordan,1829,31.7
5919,Kazakhstan,1829,26.2
5920,Kenya,1829,25.5
5921,Kiribati,1829,24.9
5922,North Korea,1829,26.0
5923,South Korea,1829,25.8
5924,Kuwait,1829,26.0
5925,Kyrgyz Republic,1829,23.94
5926,Lao,1829,31.9
5927,Latvia,1829,33.0
5928,Lebanon,1829,29.7
5929,Lesotho,1829,32.8
5930,Liberia,1829,31.1
5931,Libya,1829,33.1
5932,Lithuania,1829,28.9
5933,Luxembourg,1829,36.9
5934,"Macao, China",1829,34.7
5935,"Macedonia, FYR",1829,36.1
5936,Madagascar,1829,30.5
5937,Malawi,1829,30.3
5938,Malaysia,1829,30.6
5939,Maldives,1829,32.65
5940,Mali,1829,26.41
5941,Malta,1829,28.7
5942,Martinique,1829,30.15
5943,Mauritania,1829,32.0
5944,Mauritius,1829,31.05
5945,Mayotte,1829,32.5
5946,Mexico,1829,26.9
5947,"Micronesia, Fed. Sts.",1829,26.7
5948,Moldova,1829,33.15
5949,Mongolia,1829,31.8
5950,Montenegro,1829,35.4
5951,Morocco,1829,33.1
5952,Mozambique,1829,30.28
5953,Myanmar,1829,30.8
5954,Namibia,1829,32.4
5955,Nepal,1829,32.8
5956,Netherlands,1829,39.86
5957,Netherlands Antilles,1829,34.41
5958,New Caledonia,1829,26.0
5959,New Zealand,1829,34.05
5960,Nicaragua,1829,25.4
5961,Niger,1829,30.8
5962,Nigeria,1829,30.4
5963,Norway,1829,46.29
5964,Oman,1829,32.3
5965,Pakistan,1829,25.8
5966,Panama,1829,32.9
5967,Papua New Guinea,1829,31.5
5968,Paraguay,1829,35.5
5969,Peru,1829,35.7
5970,Philippines,1829,30.9
5971,Poland,1829,35.9
5972,Portugal,1829,35.6
5973,Puerto Rico,1829,30.43
5974,Qatar,1829,30.8
5975,Reunion,1829,33.0
5976,Romania,1829,35.7
5977,Russia,1829,29.57
5978,Rwanda,1829,31.8
5979,St. Lucia,1829,28.01
5980,St. Vincent and the Grenadines,1829,25.99
5981,Samoa,1829,25.4
5982,Sao Tome and Principe,1829,31.0
5983,Saudi Arabia,1829,32.1
5984,Senegal,1829,25.2
5985,Serbia,1829,35.5
5986,Seychelles,1829,37.0
5987,Sierra Leone,1829,25.1
5988,Singapore,1829,34.0
5989,Slovak Republic,1829,36.4
5990,Slovenia,1829,36.6
5991,Solomon Islands,1829,25.1
5992,Somalia,1829,29.4
5993,South Africa,1829,33.5
5994,Spain,1829,29.5
5995,Sri Lanka,1829,32.6
5996,Sudan,1829,31.4
5997,Suriname,1829,32.9
5998,Swaziland,1829,32.3
5999,Sweden,1829,36.18
6000,Switzerland,1829,38.0
6001,Syria,1829,31.1
6002,Taiwan,1829,28.3
6003,Tajikistan,1829,24.24
6004,Tanzania,1829,32.2
6005,Thailand,1829,30.4
6006,Timor-Leste,1829,28.95
6007,Togo,1829,31.3
6008,Tonga,1829,28.2
6009,Trinidad and Tobago,1829,32.9
6010,Tunisia,1829,28.8
6011,Turkey,1829,35.0
6012,Turkmenistan,1829,24.0
6013,Uganda,1829,25.3
6014,Ukraine,1829,36.6
6015,United Arab Emirates,1829,30.7
6016,United Kingdom,1829,41.56
6017,United States,1829,39.41
6018,Uruguay,1829,32.9
6019,Uzbekistan,1829,26.93
6020,Vanuatu,1829,24.3
6021,Venezuela,1829,32.2
